"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-10-14","0.00",,,"61","75","55"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-10-15","0.00",,,"66","80","51"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-10-16","0.00",,,"63","79","51"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-10-17","0.00",,,"59","72","51"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-10-18","0.00",,,"60","72","54"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-10-19","0.00",,,"62","80","51"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-10-20","0.00",,,"61","75","50"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-10-21","0.00",,,"58","68","52"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-10-22","0.00",,,"59","66","54"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-10-23","0.00",,,"59","66","52"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-10-24","0.00",,,"60","72","52"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-10-25","0.00",,,"62","76","58"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-10-26","0.00",,,"63","78","54"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-10-27","0.00",,,"63","72","54"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-10-28","0.00",,,"64","73","56"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-10-29","0.00",,,"61","72","51"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-10-30","0.00",,,"59","70","48"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-10-31","0.00",,,"60","77","49"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-11-01","0.00",,,"66","81","55"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-11-02","0.00",,,"66","78","56"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-11-03","0.00",,,"65","81","52"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-11-04","0.00",,,"62","69","51"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-11-05","0.00",,,"60","74","51"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-11-06","0.00",,,"60","75","47"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-11-07","0.00",,,"60","76","49"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-11-08","0.00",,,"60","75","46"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-11-09","0.00",,,"60","70","48"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-11-10","0.00",,,"54","63","42"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-11-11","0.00",,,"56","73","40"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-11-12","0.00",,,"55","67","43"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-11-13","0.00",,,"55","63","45"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-11-14","0.00",,,"54","66","44"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-11-15","0.00",,,"53","63","44"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-11-16","0.00",,,"53","66","43"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-11-17","0.00",,,"53","64","41"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-11-18","0.00",,,"50","60","43"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-11-19","0.00",,,"52","64","44"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-11-20","0.00",,,"54","66","43"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-11-21","0.44",,,"59","63","54"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-11-22","0.44",,,"59","66","53"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-11-23","0.39",,,"58","61","56"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-11-24","0.00",,,"60","62","52"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-11-25","0.00",,,"55","66","49"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-11-26","0.00",,,"55","65","48"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-11-27","0.06",,,"57","63","50"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-11-28","0.12",,,"61","65","58"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-11-29","0.33",,,"60","62","55"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-11-30","0.00",,,"56","63","46"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-12-01","0.20",,,"53","60","46"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-12-02","0.00",,,"50","57","40"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-12-03","0.00",,,"52","60","48"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-12-04","0.10",,,"53","55","50"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-12-05","0.11",,,"54","59","50"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-12-06","0.00",,,"56","65","48"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-12-07","0.00",,,"53","63","45"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-12-08","0.00",,,"52","62","44"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-12-09","0.00",,,"52","56","46"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-12-10","0.00",,,"51","60","45"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-12-11","0.00",,,"49","59","43"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-12-12","0.00",,,"55","66","49"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-12-13","0.00",,,"53","65","43"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-12-14","0.00",,,"55","64","47"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-12-15","0.00",,,"57","65","50"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-12-16","0.40",,,"59","63","53"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-12-17","0.01",,,"56","62","49"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-12-18","0.00",,,"54","65","47"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-12-19","0.00",,,"57","63","49"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-12-20","0.00",,,"52","57","47"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-12-21","0.02",,,"55","61","47"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-12-22","0.00",,,"52","59","44"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-12-23","0.00",,,"53","60","47"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-12-24","0.27",,,"54","60","50"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-12-25","0.00",,,"54","61","45"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-12-26","0.00",,,"50","59","41"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-12-27","0.00",,,"51","62","41"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-12-28","0.00",,,"54","61","42"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-12-29","0.00",,,"49","59","39"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-12-30","0.00",,,"50","59","43"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2018-12-31","0.00",,,"50","59","40"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2019-01-01","0.00",,,"50","58","38"
